t,y(t)
362.0,30.166666666666664
363.0,30.25
364.0,30.333333333333332
365.0,30.416666666666664
366.0,30.5
367.0,30.583333333333332
368.0,30.666666666666664
369.0,30.75
370.0,30.833333333333332
371.0,30.916666666666664
372.0,31.0
373.0,31.083333333333332
374.0,31.166666666666664
375.0,31.25
376.0,31.333333333333332
377.0,31.416666666666664
378.0,31.5
379.0,31.583333333333332
380.0,31.666666666666664
381.0,31.75
382.0,31.833333333333332
383.0,31.916666666666664
384.0,32.0
385.0,32.08333333333333
386.0,32.166666666666664
387.0,32.25
388.0,32.33333333333333
389.0,32.416666666666664
390.0,32.5
391.0,32.58333333333333
392.0,32.666666666666664
393.0,32.75
394.0,32.83333333333333
395.0,32.916666666666664
396.0,33.0
397.0,33.08333333333333
398.0,33.166666666666664
399.0,33.25
400.0,33.33333333333333
401.0,33.416666666666664
402.0,33.5
403.0,33.58333333333333
404.0,33.666666666666664
405.0,33.75
406.0,33.83333333333333
407.0,33.916666666666664
408.0,34.0
409.0,34.08333333333333
410.0,34.166666666666664
411.0,34.25
412.0,34.33333333333333
413.0,34.416666666666664
414.0,34.5
415.0,34.58333333333333
416.0,34.666666666666664
417.0,34.75
418.0,34.83333333333333
419.0,34.916666666666664
420.0,35.0
421.0,35.08333333333333
422.0,35.166666666666664
423.0,35.25
424.0,35.33333333333333
425.0,35.416666666666664
426.0,35.5
427.0,35.58333333333333
428.0,35.666666666666664
429.0,35.75
430.0,35.83333333333333
431.0,35.916666666666664
432.0,36.0
433.0,36.08333333333333
434.0,36.166666666666664
435.0,36.25
436.0,36.33333333333333
437.0,36.416666666666664
438.0,36.5
439.0,36.58333333333333
440.0,36.666666666666664
441.0,36.75
442.0,36.83333333333333
443.0,36.916666666666664
444.0,37.0
445.0,37.08333333333333
446.0,37.166666666666664
447.0,37.25
448.0,37.33333333333333
449.0,37.416666666666664
450.0,37.5
451.0,37.58333333333333
452.0,37.666666666666664
453.0,37.75
454.0,37.83333333333333
455.0,37.916666666666664
456.0,38.0
457.0,38.08333333333333
458.0,38.166666666666664
459.0,38.25
460.0,38.33333333333333
461.0,38.416666666666664
462.0,38.5
463.0,38.58333333333333
464.0,38.666666666666664
465.0,38.75
466.0,38.83333333333333
467.0,38.916666666666664
468.0,39.0
469.0,39.08333333333333
470.0,39.166666666666664
471.0,39.25
472.0,39.33333333333333
473.0,39.416666666666664
474.0,39.5
475.0,39.58333333333333
476.0,39.666666666666664
477.0,39.75
478.0,39.83333333333333
479.0,39.916666666666664
480.0,40.0
481.0,40.08333333333333
482.0,40.166666666666664
483.0,40.25
484.0,40.33333333333333
485.0,40.416666666666664
486.0,40.5
487.0,40.58333333333333
488.0,40.666666666666664
489.0,40.75
490.0,40.83333333333333
491.0,40.916666666666664
492.0,41.0
493.0,41.08333333333333
494.0,41.166666666666664
495.0,41.25
496.0,41.33333333333333
497.0,41.416666666666664
498.0,41.5
499.0,41.58333333333333
500.0,41.666666666666664
501.0,41.75
502.0,41.83333333333333
503.0,41.916666666666664
504.0,42.0
505.0,42.08333333333333
506.0,42.166666666666664
507.0,42.25
508.0,42.33333333333333
509.0,42.416666666666664
510.0,42.5
511.0,42.58333333333333
512.0,42.666666666666664
513.0,42.75
514.0,42.83333333333333
515.0,42.916666666666664
516.0,43.0
517.0,43.08333333333333
518.0,43.166666666666664
519.0,43.25
520.0,43.33333333333333
521.0,43.416666666666664
522.0,43.5
523.0,43.58333333333333
524.0,43.666666666666664
525.0,43.75
526.0,43.83333333333333
527.0,43.916666666666664
528.0,44.0
529.0,44.08333333333333
530.0,44.166666666666664
531.0,44.25
532.0,44.33333333333333
533.0,44.416666666666664
534.0,44.5
535.0,44.58333333333333
536.0,44.666666666666664
537.0,44.75
538.0,44.83333333333333
539.0,44.916666666666664
540.0,45.0
