t,x(t)
407.0,2.70391718393486
408.0,2.705382783573807
409.0,2.7068180943978573
410.0,2.70822099245009
411.0,2.709589353773585
412.0,2.7109210544114224
413.0,2.712213970406681
414.0,2.713465977802442
415.0,2.7146749526417837
416.0,2.7158387709677863
417.0,2.7169553088235294
418.0,2.718022442252093
419.0,2.719038047296557
420.0,2.72
421.0,2.7209065967512096
422.0,2.721757815321796
423.0,2.7225540538290787
424.0,2.7232957103903757
425.0,2.723983183123005
426.0,2.7246168701442843
427.0,2.7251971695715325
428.0,2.725724479522068
429.0,2.7261991981132074
430.0,2.726621723462271
431.0,2.726992453686576
432.0,2.727311786903441
433.0,2.7275801212301833
434.0,2.7277978547841224
435.0,2.7279653856825754
436.0,2.72808311204286
437.0,2.7281514319822966
438.0,2.728170743618202
439.0,2.7281414450678945
440.0,2.7280639344486923
441.0,2.7279386098779135
442.0,2.7277658694728766
443.0,2.7275461113509
444.0,2.7272797336293007
445.0,2.726967134425399
446.0,2.7266087118565103
447.0,2.7262048640399557
448.0,2.7257559890930514
449.0,2.725262485133117
450.0,2.724724750277469
451.0,2.7241431826434277
452.0,2.7235181803483104
453.0,2.7228501415094337
454.0,2.7221394642441186
455.0,2.7213865466696814
456.0,2.720591786903441
457.0,2.7197555830627147
458.0,2.718878333264822
459.0,2.7179604356270812
460.0,2.717002288266809
461.0,2.716004289301325
462.0,2.7149668368479465
463.0,2.713890329023993
464.0,2.7127751639467803
465.0,2.711621739733629
466.0,2.7104304545018567
467.0,2.709201706368781
468.0,2.70793589345172
469.0,2.7066334138679933
470.0,2.705294665734917
471.0,2.7039200471698113
472.0,2.7025099562899935
473.0,2.7010647912127816
474.0,2.6995849500554936
475.0,2.698070830935449
476.0,2.696522831969965
477.0,2.6949413512763596
478.0,2.6933267869719515
479.0,2.6916795371740587
480.0,2.69
481.0,2.6882885957954814
482.0,2.6865458338197614
483.0,2.6847722455604885
484.0,2.6829683625053096
485.0,2.681134716141872
486.0,2.6792718379578244
487.0,2.677380259440813
488.0,2.675460512078486
489.0,2.6735131273584907
490.0,2.671538636768474
491.0,2.6695375717960834
492.0,2.6675104639289677
493.0,2.6654578446547728
494.0,2.6633802454611475
495.0,2.661278197835738
496.0,2.6591522332661928
497.0,2.6570028832401587
498.0,2.654830679245283
499.0,2.652636152769214
500.0,2.6504198352995987
501.0,2.648182258324084
502.0,2.645923953330319
503.0,2.6436454518059493
504.0,2.6413472852386235
505.0,2.639029985115989
506.0,2.6366940829256924
507.0,2.634340110155383
508.0,2.631968598292706
509.0,2.6295800788253105
510.0,2.6271750832408434
511.0,2.6247541430269523
512.0,2.6223177896712846
513.0,2.619866554661487
514.0,2.617400969485208
515.0,2.614921565630095
516.0,2.6124288745837956
517.0,2.609923427833957
518.0,2.607405756868226
519.0,2.604876393174251
520.0,2.602335868239679
521.0,2.599784713552157
522.0,2.597223460599334
523.0,2.5946526408688557
524.0,2.592072785848371
525.0,2.589484427025527
526.0,2.5868880958879705
527.0,2.5842843239233497
528.0,2.581673642619312
529.0,2.579056583463504
530.0,2.576433677943574
531.0,2.57380545754717
532.0,2.571172453761938
533.0,2.5685351980755264
534.0,2.5658942219755825
535.0,2.563250056949754
536.0,2.5606032344856877
537.0,2.5579542860710323
538.0,2.555303743193434
539.0,2.552652137340541
540.0,2.55
